title,rate,desc,tags,url
Need a PHP expert to debug from an existing system,$162,"We have an Attendance management system which uses PHP and mySQL. There are few upgrades to be done.

Need: Experienced PHP developer who can understand and do the needful for the upgradation
Work Duration: 1-3 days
Exact and complete information will be provided only to the suitable candidates, hence the bidders are requested to showcase their work","HTML, MySQL, PHP, Software Architecture, Website Design",https://www.freelancer.com/projects/php/need-php-expert-debug-from/
PHP-Upload video with watermark and title,$23,"I want to upload a video with watermark and a title .The admin panel is already created, database also working.","Graphic Design, HTML, MySQL, PHP, Website Design",https://www.freelancer.com/projects/php/php-upload-video-with-watermark/
Java + SFS2X back-end developer for the long-term,$14/hr,"...4+ hours/day (Mon-Fri) from 9 AM- 4 PM in UTC +9 ( IST 5 am - 2 pm )
3. Rest API experience.
4. Should be familiar with Java
5. Web development experience: IONIC, Angular.JS, PHP

Please do not bid if you are a team/company or salesperson, we are talking with the only individual developer who works alone.

Please do not bid if you have not experienced",Java,https://www.freelancer.com/projects/java/java-sfs-back-end-developer/
Built a website design page,$175,I need a b2b website design in php,"Graphic Design, HTML, MySQL, PHP, Website Design",https://www.freelancer.com/projects/php/built-website-design-page/
need php crawler,$52,need an php crawler for an site that i can get whole site informations,"CSS, HTML5, PHP",https://www.freelancer.com/projects/css/need-php-crawler/
Enhancements for Xamarin Codebase Mobile App,$771,"I have an Android mobile app template with Xamarin code. I am looking for enhancements in that App with better design. Anyone who can work in Xamarin and PHP, JavaScript, MySQL then please let me know. We can further discuss on enhancement requirements. it's a social networking app. The requirement is for both Android and iOS apps.","Android, iOS Development, Javascript, PHP, Xamarin",https://www.freelancer.com/projects/xamarin/enhancements-for-xamarin-codebase-mobile/
Individual PHP expert developer,$7/hr,"Need an individual PHP expert, who can work along with me in scrum/agile fashion on long term basis on different projects. For now I have task management program, which I need to convert into a SPA. There are about 10-12 screens/pages/views, out of which I need to make it as responsive SPA. The App is already responsive, however I'm planning a complete","HTML5, JSON, MySQL, PHP",https://www.freelancer.com/projects/php/individual-php-expert-developer/
Web Development PHP Expert,$31,"I need PHP expert. I want build a web page . My budget is very low. Like 30$ for this job. Please let me know if you can do this job.
Thanks","Internet Marketing, Link Building, Marketing, Search Engine Marketing, SEO",https://www.freelancer.com/projects/internet-marketing/web-development-php-expert/
individual PHP Laravel developer on monthly basis .....................,$411,individual PHP Laravel developer on monthly basis .....................,"HTML, Laravel, MySQL, PHP, Website Design",https://www.freelancer.com/projects/php/individual-php-laravel-developer-monthly/
edit a php website just a little tweek,$29,"hello, i have a php website and i need some one to make a few tweaks. this job should take a few minutes for  a professional.","CSS, Graphic Design, HTML, PHP, Website Design",https://www.freelancer.com/projects/php/edit-php-website-just-little/
Craigslis/t flagging script developing,$116,"Need a developer can develop simple script about flagging script in Craigslis/t website.
The script will ...developer can develop simple script about flagging script in Craigslis/t website.
The script will for flagging some ads.

No programming language requirement. It can be in Nodejs, Php etc.

If you don't know about this website, please don't bid.","Javascript, MySQL, node.js, PHP, Software Architecture",https://www.freelancer.com/projects/javascript/craigslis-flagging-script-developing/
convert html to ios,$244,"convert html php site to ios.

we have a server which owns an APP based on PHP/HTML/CSS/Javascript...we want to access it from IOS(iphone etc) as a native IOS APP. to do so you need exprience in XCODE. do you own a MAC to do it?
 
have you done such a task ever?","iPhone, Javascript, Mobile App Development, PhoneGap, PHP",https://www.freelancer.com/projects/iphone/convert-html-ios/
WP server setup,$72,"looking to setup server for wordpress which have best in performance

VIRTUALMIN
PHP 7.4/MariaDB
NGINX
APACHE
REDIS
VARNIS
MEMCACHED
PHP_FPM
ELASTIC SEARCH 

tweak the setup for great perfromance.

Thank you","Apache, Linux, Nginx, PHP, Ubuntu",https://www.freelancer.com/projects/linux/server-setup-24421789/
Need Episodes Airdates,$163,"...updates/modifications on the dates.
The design should be minimal, something like this: airdates.tv. 
Also, I want that dropdown function to post there websites. Should be implementend from php

example $site1 = '[login to view URL]';, $site2 = '[login to view URL]'; and add how many sites i want. I think the sites should be delivered via js so i don't overload wi...","Javascript, MySQL, PHP, Software Architecture, SQL",https://www.freelancer.com/projects/php/need-episodes-airdates/
corona virus website(coda)19,$4433,"...virus this must be finish with 72 hours the website must track the spread of virus

skills
1. python,flask,django/machine learning/R (NUMPY,PANDAS,SEARBORN
2 angular js,react
3 php/laravel
4 mysql,mongodb,postgresql
5 docker microservice
6 java spring boot/mvc

the developer must be creative innovator  must able to trace the virus ,need a map to track what","Angular.js, Java, Javascript, PHP, Python",https://www.freelancer.com/projects/java/corona-virus-website-coda/
College Management Web Application with  Online admission  System,$413,"I required - College Management Web Application with  Online admission  System. 
in dot net and php any technologies , if you have proper demo than reply me","ASP.NET, Graphic Design, HTML, PHP, Website Design",https://www.freelancer.com/projects/php/college-management-web-application-with/
QuickBooks POS service to add product and get inventory,$197,"I have QuickBooks pos desktop installed on one server and want to create one service to interact with desktop application ad...desktop installed on one server and want to create one service to interact with desktop application add product and get inventory.

Also using that webservice support to call via php to add product and other all functionality.",".NET, C# Programming, MySQL, PHP, Software Architecture",https://www.freelancer.com/projects/php/quickbooks-pos-service-add-product/
job for PHP framework freelancers,$1136,"I am looking for a fullstack  developer who has abundant experience.
Must be able to create the front and back end.
Now site is make with codeigniter but this change to laravel.
Only bid experts with experience in school development.","HTML, Laravel, MySQL, PHP, Website Design",https://www.freelancer.com/projects/php/job-for-php-framework-freelancers/
php plugin dynamic price update fix,$26,"We have a custom plugin that updates product price, works fine a few fields need to be fixed dynamically.

Small task for larger job later, must be available to finish in the next couple hours.

Price is fixed.","Javascript, MySQL, PHP, Software Architecture, WordPress",https://www.freelancer.com/projects/php/php-plugin-dynamic-price-update/
E-commerce website multilingual.,$7252,"I am looking for ...shipping, taxes
- discounts and coupon
- checkout payment integration
- customer portal
- vendor portal
- administration panel
- responsive design
no preference on tool, it can be php, python, asp.net etc.
please mention monthly support also in your bid.

feature requirement like this website - [login to view URL]","eCommerce, Graphic Design, HTML, Payment Gateway Integration, Website Design",https://www.freelancer.com/projects/ecommerce/commerce-website-multilingual/
E-commerce website.,$2542,"I am looking for a turnkey solution for an e-commerce website with the following must have featur...integration.
- shipping, taxes
- discounts and coupon
- checkout payment integration.
- customer portal
- vendor portal
- administration panel.

no preference on tool, it can be php, python, asp.net etc.
please mention monthly support also in your bid.","eCommerce, Graphic Design, HTML, Payment Gateway Integration, Website Design",https://www.freelancer.com/projects/website-design/commerce-website-24419823/
Php Direct Devit Api Integration(Urgent),$13,"I have implemented Direct Devit but have some errors.
I want someone to help me to fix these errors.
I will provide errors to the winning bidder.
Thank you.","HTML, Javascript, MySQL, PHP",https://www.freelancer.com/projects/php/php-direct-devit-api-integration/
"Software Development (Web, Desktop, Mobile Applications)",$12/hr,"Looking to build a virtual team to work on various IT desig...to work on various IT design and implementation projects for desktop applications, mobile applications, SaaS etc.

Interested in modern implementation methodologies utilizing PHP/Python in frameworks such as Wordpress, Django.


Please mention your specialty in your proposal.

Best regards,","Django, HTML, PHP, Python, Software Architecture",https://www.freelancer.com/projects/python/software-development-web-desktop-mobile/
Buil web app in laravel PHP,$6/hr,It is a project already created and you need maintenance,"HTML, Laravel, MySQL, PHP, Website Design",https://www.freelancer.com/projects/laravel/buil-web-app-laravel-php/
"marketplace, sell and acquire video for youtube ,tik tok....I ask you to present a project and not just make an offer",$2664,"create a website where you can
Sell:
you can monetize your video right away, you can sell your...present a project and not just make an offer, how do you want to develop the site example cms or frameworks and the feautures you want to integrate.
the site must be developed in php
videos must be encoded at server level in h.265 with 4k support
thank you","eCommerce, Graphic Design, HTML, PHP, Website Design",https://www.freelancer.com/projects/website-design/marketplace-sell-acquire-video-for/
Wordpress backend add functions,$518,"Expert PHP developer, Wordpress plugin development.
Check this attached file which contains requirements.","CSS, HTML, MySQL, PHP, WordPress",https://www.freelancer.com/projects/php/wordpress-backend-add-functions/
Load a website in a app apk/ios,$235,"...login.

Notification we are using is Firebase Cloud, but can be any other service.

The task sould be very simple for a person there have done this before.
Website is made in PHP.
We need the app within 24 hours. togther with source code.

If you can help us with that, we have a few more app we need you help with asap.

Please send you questions or your","Android, HTML5, iPhone, Mobile App Development, PHP",https://www.freelancer.com/projects/iphone/load-website-app-apk-ios/
Craigslis/t flagging script develop,$275,"Need a developer can develop simple script about flagging script in Craigslis/t website.
The script will ...developer can develop simple script about flagging script in Craigslis/t website.
The script will for flagging some ads.

No programming language requirement. It can be in Nodejs, Php etc.

If you don't know about this website, please don't bid.","Javascript, MySQL, node.js, PHP, Software Architecture",https://www.freelancer.com/projects/javascript/craigslis-flagging-script-develop/
some one fix my php error its for my yoast plugin sitemap.xml,$8/hr,"please fix this error.. any one

Fatal error: Uncaught Error: Cannot use object of type stdClass as array in 
/home2/jedd123/public_html/[login to view URL]:587 Stack trace: #0 
/home2/jedd123/public_html/[login to view URL](288): install_plugin_information('') #1 
/home2/jedd123/public_html/[login to view URL](312): WP_Hook->apply_filters('', Array) #2 
/home2/jedd123/publi...","HTML, MySQL, PHP, WordPress, XML",https://www.freelancer.com/projects/php/some-one-fix-php-error/
Web Developer Experienced With WooCommerce Memberships & Subscriptions,$454,"...Web Developer experienced with Wordpress and WooCommerce to join our team.

The specific skills that the job requires are:

Wordpress
WooCommerce
HTML/CSS
Javascript
jQuery
PHP


The main functions of the job are:

-Maintaining the site (updates, backups, fixing various bugs, ad hoc issues, etc.)
-Working with Product Manager to contionually improve","CSS, HTML, PHP, WooCommerce, WordPress",https://www.freelancer.com/projects/php/web-developer-experienced-with/
Laravel expert needed.,$115,"...There are NO mp3 files for this project.. Its live streaming.. So, the radiostation plays music, put the artist and title in the mysql db. The playlist needs to refresh (with ajax or something) every now and then.

- Fullscreen video function. Plays the video on the background from the track which is on air right now (if exists, otherwise show a defined","HTML, Laravel, MySQL, PHP, Website Design",https://www.freelancer.com/projects/php/laravel-expert-needed-24414708/
Android App and Admin Panel,$4/hr,"I have a Website and Admin Panel on Kharavel Framework and PHP.

Apart from Web I have An Android Application on Java with Php Admin panel. 

I want to keep only One Admin Panel (Website's Admin Panel) for Both App and Website.","Android, Backend Development, Laravel, Mobile App Development, PHP",https://www.freelancer.com/projects/backend-development/android-app-admin-panel/
Build and design a E commerce website,$259,"Need someone to build and design a commerce site. Can use any programming from php, mysql, ms sql, website design, and so on, as long as the site/code is free of bugs, and working 100% properly and done. No payment will be made until the project is completely done and working properly.  Thanks, and appreciate it.","HTML, MySQL, PHP, SQL, Website Design",https://www.freelancer.com/projects/php/build-design-commerce-website-24414349/
I need a good Java Developer,$831,"...Name, and Descriptions and add to database.
Integrate code to download XCEL, HTML, and PDF files.
Integrate code to do custom data searching.

Knows node.js,java,javascript,php,mysql...","Java, Javascript, MySQL, PHP, Software Architecture",https://www.freelancer.com/projects/java/need-good-java-developer/
I need crawler to get stream links from a website,$499,"I have a website whic...streaming, when you go to watch live you can choose from between 10-15 links to watch, all movies are the same but from different resources (maybe one of the is m3u8, one a php link etc.), 

I want to see if it's possible to create a web app or ... to give those urls and get direct links from the players which is existed there?","Javascript, PHP",https://www.freelancer.com/projects/php/need-crawler-get-stream-links/
Is it possible to make a crawler to get stream links from a website?,$20,"I have a website whic...streaming, when you go to watch live you can choose from between 10-15 links to watch, all movies are the same but from different resources (maybe one of the is m3u8, one a php link etc.), 

I want to see if it's possible to create a web app or ... to give those urls and get direct links from the players which is existed there?","Javascript, PHP",https://www.freelancer.com/projects/php/possible-make-crawler-get-stream/
Update PHP in my website in google cloud,$25,website is [login to view URL] hosted on google cloud. Update to the latest PHP (preferably 7),"Google Cloud Platform, MySQL, PHP, WooCommerce, WordPress",https://www.freelancer.com/projects/php/update-php-website-google-cloud/
Custom PHP Programmer needed  at LOW budget,$16/hr,"I need a custom PHP programmer for some easy tasks
I need at low budget
I need for long term","HTML, Javascript, MySQL, PHP, Website Design",https://www.freelancer.com/projects/php/custom-php-programmer-needed-low-24413818/
PHP developer to modify Wowonder script for custom work -- 2,$437,"Wowonder script experience is a MUST!

I need a PHP developer to modify the wowonder script to display stories to everyone (not just friends)","HTML, Javascript, MySQL, PHP",https://www.freelancer.com/projects/html/php-developer-modify-wowonder-script/
Looking For PHP developer For Long Term,$232,"Hi ,
I am Looking For PHP developer For Long Term on salary basis of 300 USD Monthly
please note it is remote job
it is preferable if you deal with native PHP and Codeigniter Framework 
Thanks","Afrikaans, Codeigniter, MySQL, PHP, Vietnamese",https://www.freelancer.com/projects/php/looking-for-php-developer-for-24412662/
Php script for create a pdf file,$32,The file is statement of payment. It has fields that must be informed to the script. The pdf has to follow a strict template that was create in word. The script has a input the fields and as output creates the pdf file.,"HTML, PHP",https://www.freelancer.com/projects/php/php-script-for-create-pdf/
zinfit integeration,$400,"I have a website that developed by CMS PHP and i want to transfer that site to WORDPRESS PLUS i want the booking system in website to integrate with ( zingfit ) ...

Deathline 3 days i need to submit ....
Total Budget: 300$","Graphic Design, HTML, PHP, Website Design, WordPress",https://www.freelancer.com/projects/php/zinfit-integeration/
"PHP/Laravel/MySQL Expert with Web Hosting, Email, Twilio API knowledge",$176,"I need ongoing developer to take over coding, bug fixes, enhancements from my other developer ASAP. It will be monthly 50-100 hours job.   You must be expert in PHP/Laravel, MySQL, REST API (creating)/Swagger, Using programmatic emailing and texting (Twilio API) & Hosting Aspects.

Main thing you need to be ready is to show case your talent, grasp,","API, Laravel, MySQL, PHP, Web Hosting",https://www.freelancer.com/projects/api/php-laravel-mysql-expert-with/
Edit PHP Today,$12,"Quick changes.

Need logo changed.

Need homepage text changed (simple 2 lines)

Need button text changed.

Need text changed within the button dialog that shows up. (Basically removing the word secret with another phrase).

Need footer links changed / added. Specially the copyright area.

Add our Buy Us Coffee widget added on our site.","Graphic Design, HTML, PHP, Website Design, WordPress",https://www.freelancer.com/projects/php/edit-php-today/
alert session messages,$5/hr,I need to display success/error session messages on an ajax request without reloading. (Laravel app),"HTML, Laravel, MySQL, PHP, Software Architecture",https://www.freelancer.com/projects/laravel/alert-session-messages/
Build a software / application comparison platform,$445,"We would like to build a software / application comparison platform like [login to view URL] 

But we don't want any PHP based technology solution.

Please submit your proposal with proposed technology stacks and explain why you proposed that.","Graphic Design, HTML, Javascript, Website Design",https://www.freelancer.com/projects/website-design/build-software-application-comparison/
PHP developer needed for hourly work - should start right away and work whole night today..,$1/hr,"PHP developer needed for hourly work (100 INR per hour, no negotiation)- should start right away and work whole night today , if not, pls dont bid and waste time.",PHP,https://www.freelancer.com/projects/php/php-developer-needed-for-hourly-24411817/
CSS/HTML5 EXpert with boostrap 4.0  (available in US timezone),$4/hr,"I need someone available in US timezone (only) weekly and weekend

5 years  in html
5 years psd to html
5 years boostrap
5 years in php, wordpress shopify","CSS, HTML, HTML5, PHP, Website Design",https://www.freelancer.com/projects/css/css-html-expert-with-boostrap/
[Unity] Writing friend system and AssetBundle based patch update system to a mobile game,$564,"...friend request, accept friend request, delete friend, friend last login time, request life from friend (Candy Crush alike) and accept life request sent out by friend. ( Based on PHP MySQL)

2) AssetBundle based update system
Check version every time player login, download patch if there is new update. So far all our game assets including 2D sprites and 3D","C# Programming, Game Development, MySQL, PHP, Unity 3D",https://www.freelancer.com/projects/unity-three-d/unity-writing-friend-system-assetbundle/
Php Development,$16,Redevelope Backend for Tournament based Esports App,"HTML, MySQL, PHP, Software Architecture, Website Design",https://www.freelancer.com/projects/php/php-development-24411648/
android developemtn,$3/hr,"i am looking for a android developer.
I have my Fantasy android App.
I want to connect the same with my Backend which is on Laravel/Php and Android App is on Php.
some Functionality and Coding work required.","Android, Java, Laravel, Mobile App Development, PHP",https://www.freelancer.com/projects/android/android-developemtn/
Pathhub LLC,$13/hr,"We are in the early stages of developing a presence in the US, and we are looking for a New York Base Techie to help with our DevOps.

We mainly build in PHP/Codeignitor.

We have UK Tech Team but are looking for a resource, based in New York to support a project we are working on in that state.","Codeigniter, PHP",https://www.freelancer.com/projects/php/pathhub-llc/
Craigslis/t flagging script,$167,"Need a developer can develop simple script about flagging script in Craigslis/t website.
The script will ...developer can develop simple script about flagging script in Craigslis/t website.
The script will for flagging some ads.

No programming language requirement. It can be in Nodejs, Php etc.

If you don't know about this website, please don't bid.","Javascript, MySQL, node.js, PHP, Software Architecture",https://www.freelancer.com/projects/php/craigslis-flagging-script/
multivendor adroid app bulid in framework 7 with php mysql admin,$202,app should build in framework7 with api build in php on backend,"AJAX, jQuery / Prototype, PHP",https://www.freelancer.com/projects/ajax/multivendor-adroid-app-bulid-framework/
Developer collaboration on web development.,$23,"I need my website re-configure. 
Collaborate with existing developer to find the solution; How to send text & image to WhatsApp users through php web automatically.","MySQL, PHP, System Admin",https://www.freelancer.com/projects/mysql/developer-collaboration-web-development/
Setup Affilate program for my PHP application.,$157,"Hello,

I need to setup an affilate program for PHP application so anyone who buy subscription from our website thru referal link the marketer will get 20% ""ON GOING"" profit. 

Website: [login to view URL]

Thank You.","Affiliate Marketing, HTML, PHP, SaaS Sales, Website Design",https://www.freelancer.com/projects/website-design/setup-affilate-program-for-php/
PHP OS and version detecter,$13,"i want php page that can detect OS and version of Windows,MAC, android or IOS 
and redirect to page url according to OS and version","MySQL, PHP",https://www.freelancer.com/projects/php/php-version-detecter/
Raffle Management System,$109,Raffle Management System project to be done in PHP.,"HTML, MySQL, PHP",https://www.freelancer.com/projects/php/raffle-management-system/
Raffle Management System - Python 3,$112,Raffle Management System project to be developed in PHP or Python.,"MySQL, PHP, Python",https://www.freelancer.com/projects/python/raffle-management-system-python/
"Attendance Management System using Angular 7, PHP and MySQL",$203,"Attendance Management System using Angular 7, PHP and MySQL","Angular Material, Javascript, MySQL, PHP, Software Architecture",https://www.freelancer.com/projects/php/attendance-management-system-using/
Need a Php and Android Developer in fulltime basis,$7/hr,We need a Android developer and php & CI developer for our jaipur branch only jaipur developer can place your bid,"Android, HTML5, Mobile App Development, MySQL, PHP",https://www.freelancer.com/projects/android/need-php-android-developer-fulltime/
PHP DEVELOPER,$186,"Need a developer who will develop backend in php codeignitor.
requirement to develop the whole website front + backend both.
having atleast 4+ year of experience as a php developer.
work as a full / part time individual freelancer.","Codeigniter, HTML, MySQL, PHP, Website Design",https://www.freelancer.com/projects/php/php-developer-24405939/
Requirement of a ANGULAR JS and PHP guy,$159,"I dont need a company to bid. Its a full time job. Requirement HTML,PHP,Jquery,agular js,node [login to view URL] read carefully and then bid . knowledge of linux will be preffered

Thanks","Angular.js, HTML, node.js, PHP",https://www.freelancer.com/projects/nodejs/requirement-angular-php-guy/
Php applicaton Javascript help,$7,"I have a existing php javascript, in which the problem is that the following in the green box doesn't work 
please see the attached file.","HTML5, Javascript, jQuery / Prototype, PHP",https://www.freelancer.com/projects/php/php-applicaton-javascript-help/
DeepLink for Instagram App,$10-$30,"I need a .php that open the instagram app depending of the device

example: 
	
	[login to view URL]","Facebook API, Symfony PHP",https://www.freelancer.com/projects/facebook-api/deeplink-for-instagram-app/
display toast message on ajax request,$5/hr,I need to display toast success/error messages on an ajax request. (Laravel app),"HTML, Laravel, MySQL, PHP, Software Architecture",https://www.freelancer.com/projects/laravel/display-toast-message-ajax-request/
simple project - php - api - sql,$124,"we have a very simple project.
we need you to add and api code on the new blank webpage. its a simple 3rd party search api that displays certain info after the visitor enter his tracking number. So we need you to create local mysql database and a web form with about 6 fillable fields of info that  will be entered and stored in the db. 

so now the main element of the project is to make possible fo...","HTML, Javascript, MySQL, PHP, Software Architecture",https://www.freelancer.com/projects/php/simple-project-php-api-sql/
php and javascript and jquery,$11,"i need help  in some php code, we will communicate via teamviewer an i will tell u all the issues","HTML, Javascript, PHP",https://www.freelancer.com/projects/php/php-javascript-jquery-24402052/
php mysql logic help,$18,php mysql logic help on it tnx,"CakePHP, MariaDB, MySQL, PHP, Software Architecture",https://www.freelancer.com/projects/php/php-mysql-logic-help/
ajax 405 error fix on laravel app,$9/hr,I need to fix an error POST 405 for an ajax request into a laravel app.,"Javascript, Laravel, MySQL, PHP, Software Architecture",https://www.freelancer.com/projects/php/ajax-error-fix-laravel-app/
YOUTUBE api for On Demand videos,$184,Looking for experienced php javas programmer for WP video on demand site. We need to update our php video code on WP site  using youtube api.  Main feature is make sure once payment is made that video can only be viewed one time. We had working code using wistia video hosting but have switched to youtube.  We need this completed ASAP meaning within,"HTML, Javascript, MySQL, PHP, WordPress",https://www.freelancer.com/projects/php/youtube-api-for-demand-videos/
Cross site resource problem with cookies,$21/hr,"We have a backend api t...cross-site requests if they are set with `SameSite=None` and `Secure`. 

We have already added header to the html file for [login to view URL]

<?php
	header('Set-Cookie: cross-site-cookie=name; SameSite=None; Secure');
?php>

In the api file it has 

[login to view URL](""Access-Control-Allow-Origin"", origin);

but problem still exi...","CSS, HTML, Javascript, node.js, PHP",https://www.freelancer.com/projects/php/cross-site-resource-problem-with/
Complete work on php laravel & veujs,$483,"I have a website that I am working on and I want to continue with an empowered and professional person
The site is html page ready design
Approximately 40% of pages and the control panel are encoded.

Required:
- Modify the design of some pages
- Complete coding of work with all professionalism with clear codes
The site works in both Arabic and English
Fully link the site to the control panel
- Pr...","Graphic Design, HTML, Laravel, PHP, Website Design",https://www.freelancer.com/projects/php/complete-work-php-laravel-veujs/
Print Certificate to PDF,$28,"I have a php laravel application and I need to print certificates from a list of names. 

I would like the option to select the names, then click on ""Print Certificate"" and then the certificates are automatically populated in a PDF file which we can then print. 

Please only respond if you can do it now","MySQL, PHP",https://www.freelancer.com/projects/php/print-certificate-pdf/
Woocommerce Apple Pay plugin,$187,"...WordPress and Woocommerce. The payment gateway we have chosen is PayFort [login to view URL]

 But since PayFort doesn't have an official Apple Pay implementation for PHP. We would like to develop it in collaboration with one of the brilliant minds here.
We expect the following from the developer:
- Proven experience with Wordpress and Woocommerce","eCommerce, HTML, PHP, WooCommerce, WordPress",https://www.freelancer.com/projects/php/woocommerce-apple-pay-plugin/
Google Adsense Clone with wordpress and a php,$510,"my project is cloning google adsense on a wordpress platform
we will use a wordpress plugin for the advertiser section - those who pay for the advertisement, and a connected php platform integrated in wordpress for publishers
example is [login to view URL]

I sell this project to those interested
is for those who buy this project

the project is completed","CSS, HTML, PHP, Website Design, WordPress",https://www.freelancer.com/projects/php/google-adsense-clone-with-wordpress/
Laravel ajax error 405 fix,$11/hr,"I'm getting a 405 error on an ajax post request into my laravel app.
Need an urgent fix.","HTML, Javascript, Laravel, MySQL, PHP",https://www.freelancer.com/projects/php/laravel-ajax-error-fix/
integrate  payment method in php,$169,i need to integrate sepa payment and also deposit payment in bank to my web site,Payment Gateway Integration,https://www.freelancer.com/projects/payment-gateway-integration/integrate-payment-method-php/
"Looking for PHP expert who are familiar with API integration (Apple Musickit, Spotify)",$23,"API integration was done, but I have some problems. Want to fix this and add functional.
Thanks","MySQL, PHP, Software Architecture",https://www.freelancer.com/projects/php/looking-for-php-expert-who-24398835/
Web Based PHP + MySQL App required,$544,"Good day,

See the attached word document. I need proposals to build this for me please.

You will work on my test server - and publish builds there so that we can test it as you make changes.

I want this developed by a company not an individual.
Fair pricing. Don't quote low and then ask for more money afterwards. Read the scope properly and quote me accurately. I don't want to hear th...","Graphic Design, HTML, MySQL, PHP, Website Design",https://www.freelancer.com/projects/php/web-based-php-mysql-app/
Android developer,$126,"I am an expert iOS, Android and PHP developer with around 5 years of experience in native app development. I always pursue the long-term relationship with great clients. - Native: Objective-C, Swift, C/C++ ,PHP, Java - Web services - Cloud backend - Database - Social media - Google Map - Ad services","HTML, Logo Design, Mobile App Development, PHP, Web Development",https://www.freelancer.com/projects/html/android-developer-24398715/
create php seriel connection  -- 2,$24,"I need to make to create a PHP connection to POS device through Serial connection 
API attached 

just need to do the ""api_RequestCOMTrxn""","Arduino, HTML, MySQL, PHP, Software Architecture",https://www.freelancer.com/projects/arduino/create-php-seriel-connection/
Php developer,$103,"We have an existing ecommerce using Opencart 

We'd like to apply a new design or theme. Also include facebook and google option to sign up/login, include paypal payment, and gcash. 

The goal is to improve the product page and checkout workflow

Opencart follows MVC-L method thus it is expected you are experienced here. 

The mockups will be provided.","eCommerce, MVC, Open Cart, PayPal API, PHP",https://www.freelancer.com/projects/php/php-developer-24397954/
create php seriel connection,$119,"I need to make to create a PHP connection to POS device through Serial connection 
API attached 

just need to do the ""api_RequestCOMTrxn""","Arduino, PHP",https://www.freelancer.com/projects/php/create-php-seriel-connection/
Php Developer Require For A CRM Project,$142,We are looking for a php developer for a php project. Candidate should be able to work on complex requirements.,"Codeigniter, HTML, Laravel, MySQL, PHP",https://www.freelancer.com/projects/php/php-developer-require-for-crm/
betting odds comparison web page,$702,"Hi, i want a website like [login to view URL]
The site must have a multi-language structure. We can translate language....can translate language. The basic language of the site may be English. Any bet needs to compare its odds on other sites we will determine.
You can choose PHP as the software language to be used.
Ajax structure should be used.","AJAX, HTML, Javascript, PHP, Website Design",https://www.freelancer.com/projects/php/betting-odds-comparison-web-page/
Build a quick PHP project,$39,"Project Details:

mini e-commerce project showcasing product upload, product page and add to cart functionality.
You will use Laravel php framework, JavaScript , html, less/sass vue framework to build the given task of shopping site integration.

I need it done in 1 day any bids over 1 day will be rejected","HTML, Javascript, MySQL, PHP, Website Design",https://www.freelancer.com/projects/php/build-quick-php-project/
GST Billing software (Web Application in PHP with Mysql),$349,"GST Billing software (Web Application in PHP with Mysql)

I Need All options Like Vyapar. ([login to view URL])","HTML, MySQL, PHP, Website Design",https://www.freelancer.com/projects/php/gst-billing-software-web-application/
Tally Integration with my PHP based ERP,$313,"I want to connect my PHP based ERP System with Tally ERP 9. We have a marketing agency and we are making an ERP System for the same. Initially we used to maintain all our records in Tally. Now we build a PHP based ERP System but I want to integrate maintain all ledgers, vouchers and all kind of billing in Tally also. All entries should be automatically","Accounting, MySQL, PHP, Tally Definition Language",https://www.freelancer.com/projects/php/tally-integration-with-php-based-24396636/
Online F2F Training Catalogue Web App,$163,"NOTE: Please bid if you can provide/demonstrate sample or layout design of concept. 

As the title suggest, this will be a full responsive (mobile device c...corner on browser. 

Our internal team will keep reviewing code so the code should be scalabe/reusable.

A. Front -End:
1. Angular 8
2. Bootstrap 4
3. jQuery/JS

[login to view URL] End:
PHP and MySQL, JSON","Angular.js, Bootstrap, HTML5, JSON, PHP",https://www.freelancer.com/projects/html-five/online-training-catalogue-web-app/
Looking for Front-end HTML Developer with strong JavaScript Knowledge.- 40 Hours Project,$319,"...strong exposure into JavaScript.
Should have experience of 3+ years working on HTML 5/ CSS 3
Responsive Design, should have worked for Mobile layouts as well.

Knowledge In PHP will be an added advantage.

Applicants should be willing to work at-least 30- 40 Hours on the same and ensure continuous improvements. Must be willing to discuss further.

Kindly","CSS, HTML, HTML5, Javascript, jQuery / Prototype",https://www.freelancer.com/projects/javascript/looking-for-front-end-html/
PHP Coding,$24,I am looking for a php coder to code some different pages,"MySQL, PHP",https://www.freelancer.com/projects/php/php-coding-24396032/
Need a Hotspotting solution for the existing e-commerce website,$474,"We have a B2B e-commerce platform developed in Laravel Framework(Php).
There is a need for a module where vendors can add Hotspots on the catalogs. The catalogs will be in PDF format but will be shown to end-user like in th example given below catalog.
[login to view URL]","ASP.NET, Java, Laravel, PHP, Software Architecture",https://www.freelancer.com/projects/php/need-hotspotting-solution-for-the/
"Requirement Of a Guy Knowledge of PHP,angular,HTML,Node Js and linux",$189,"I need a fulltime guy with Guy Knowledge in PHP,angular,HTML,Node Js and linux.

Its a very prestigious project from [login to view URL] discuss the project on fulfilment of requirement

Thanks","Angular.js, HTML5, Javascript, node.js, PHP",https://www.freelancer.com/projects/nodejs/requirement-guy-knowledge-php-angular/
